
SetupTitle, inv-vovg
PrimitiveTest, I/V Sweep
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 60975.487804878059
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 60975.487804878059
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 60975.487804878059
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 60975.487804878059
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU4:HR, Name=Vbg, Direction=Double, Linear/Log=LINEAR, Start=0 V, Stop=3 V, Step=30 mV, No. of Steps=101, Compliance=10 nA, Pwr Comp=OFF	[VAR2] Unit=SMU1:HP, Name=Vdd, Start=1 V, Stop=3 V, Step=1 V, No. of Steps=3, Compliance=1 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU2:HP, Name=Io1, Source Mode=I, Source=10 pA, Compliance=5 V	[CONSTANTS] Unit=SMU3:HR, Name=VSS, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, Vdd	1,2,3	1	1	3
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vbg, Vo2, Vo1, Vbg, Vdd, Ibg, Idd, absIdd, absIbg
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, V, V, V, A, A, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, inv-vovg
Dimension1, 202, 202, 202, 202, 202, 202, 202, 202
Dimension2, 3, 3, 3, 3, 3, 3, 3, 3
DataName, Vbg, Vdd, Ibg, Idd, Vo1, absIdd, absIbg, Vo2
DataValue, 0, 1, -1.0000000000000002E-14, 1.0964000000000002E-06, 0.27252, 1.0964000000000002E-06, 1.0000000000000002E-14, 
DataValue, 0.03, 1, 4.4000000000000004E-13, 1.0994E-06, 0.26332, 1.0994E-06, 4.4000000000000004E-13, 
DataValue, 0.06, 1, 1.2000000000000002E-13, 1.0990000000000002E-06, 0.25944, 1.0990000000000002E-06, 1.2000000000000002E-13, 
DataValue, 0.09, 1, 1.1900000000000002E-12, 1.1076000000000002E-06, 0.25372, 1.1076000000000002E-06, 1.1900000000000002E-12, 
DataValue, 0.12, 1, 2E-13, 1.1033E-06, 0.24792, 1.1033E-06, 2E-13, 
DataValue, 0.15, 1, -4E-13, 1.1056E-06, 0.24356, 1.1056E-06, 4E-13, 
DataValue, 0.18, 1, -3.5E-13, 1.1141E-06, 0.23948, 1.1141E-06, 3.5E-13, 
DataValue, 0.21, 1, -1.0000000000000002E-14, 1.1142E-06, 0.23296, 1.1142E-06, 1.0000000000000002E-14, 
DataValue, 0.24, 1, 4.0000000000000006E-14, 1.1311E-06, 0.23027999999999999, 1.1311E-06, 4.0000000000000006E-14, 
DataValue, 0.27, 1, 1.2000000000000002E-13, 1.1423E-06, 0.22755999999999999, 1.1423E-06, 1.2000000000000002E-13, 
DataValue, 0.3, 1, 8.2E-13, 1.1496000000000002E-06, 0.22396, 1.1496000000000002E-06, 8.2E-13, 
DataValue, 0.33, 1, 3.6000000000000003E-13, 1.1448E-06, 0.21824, 1.1448E-06, 3.6000000000000003E-13, 
DataValue, 0.36, 1, 1.8000000000000002E-13, 1.153E-06, 0.21528, 1.153E-06, 1.8000000000000002E-13, 
DataValue, 0.39, 1, 7.4000000000000008E-13, 1.1653E-06, 0.21375999999999998, 1.1653E-06, 7.4000000000000008E-13, 
DataValue, 0.42, 1, 2E-13, 1.1687000000000001E-06, 0.21044, 1.1687000000000001E-06, 2E-13, 
DataValue, 0.45, 1, -8.1000000000000008E-13, 1.1788E-06, 0.20779999999999999, 1.1788E-06, 8.1000000000000008E-13, 
DataValue, 0.48, 1, -1.0000000000000002E-14, 1.1865000000000002E-06, 0.20723999999999998, 1.1865000000000002E-06, 1.0000000000000002E-14, 
DataValue, 0.51, 1, 8.7E-13, 1.2027000000000002E-06, 0.20532, 1.2027000000000002E-06, 8.7E-13, 
DataValue, 0.54, 1, -4.1E-13, 1.1942000000000002E-06, 0.20063999999999999, 1.1942000000000002E-06, 4.1E-13, 
DataValue, 0.57000000000000006, 1, 6.0000000000000007E-13, 1.2126E-06, 0.19868, 1.2126E-06, 6.0000000000000007E-13, 
DataValue, 0.6, 1, -5E-14, 1.2104E-06, 0.19548, 1.2104E-06, 5E-14, 
DataValue, 0.63, 1, 1.7100000000000002E-12, 1.2091000000000002E-06, 0.19208, 1.2091000000000002E-06, 1.7100000000000002E-12, 
DataValue, 0.66, 1, 4E-13, 1.2101E-06, 0.1878, 1.2101E-06, 4E-13, 
DataValue, 0.69000000000000006, 1, -5.4E-13, 1.2097E-06, 0.18388, 1.2097E-06, 5.4E-13, 
DataValue, 0.72, 1, -9.2000000000000012E-13, 1.2098E-06, 0.18208, 1.2098E-06, 9.2000000000000012E-13, 
DataValue, 0.75, 1, 3.4E-13, 1.2232000000000002E-06, 0.181, 1.2232000000000002E-06, 3.4E-13, 
DataValue, 0.78, 1, -8.0000000000000013E-14, 1.2317000000000002E-06, 0.17956, 1.2317000000000002E-06, 8.0000000000000013E-14, 
DataValue, 0.81, 1, -8.0000000000000013E-14, 1.2469E-06, 0.1782, 1.2469E-06, 8.0000000000000013E-14, 
DataValue, 0.84, 1, 5.6E-13, 1.2656000000000002E-06, 0.1784, 1.2656000000000002E-06, 5.6E-13, 
DataValue, 0.87, 1, 9.2000000000000012E-13, 1.2828E-06, 0.17736, 1.2828E-06, 9.2000000000000012E-13, 
DataValue, 0.9, 1, -6.9000000000000009E-13, 1.2959000000000002E-06, 0.17751999999999998, 1.2959000000000002E-06, 6.9000000000000009E-13, 
DataValue, 0.93, 1, -1.7E-13, 1.3206000000000001E-06, 0.17684, 1.3206000000000001E-06, 1.7E-13, 
DataValue, 0.96, 1, 6.0000000000000009E-14, 1.3448000000000002E-06, 0.17768, 1.3448000000000002E-06, 6.0000000000000009E-14, 
DataValue, 0.99, 1, 6.6E-13, 1.3684E-06, 0.17844, 1.3684E-06, 6.6E-13, 
DataValue, 1.02, 1, 8.7E-13, 1.3984000000000002E-06, 0.17976, 1.3984000000000002E-06, 8.7E-13, 
DataValue, 1.05, 1, 1E-13, 1.4282000000000002E-06, 0.18136, 1.4282000000000002E-06, 1E-13, 
DataValue, 1.08, 1, 5.1E-13, 1.4692E-06, 0.18252, 1.4692E-06, 5.1E-13, 
DataValue, 1.11, 1, -4.7E-13, 1.5017000000000002E-06, 0.18444, 1.5017000000000002E-06, 4.7E-13, 
DataValue, 1.1400000000000001, 1, 5E-14, 1.5396000000000003E-06, 0.18716, 1.5396000000000003E-06, 5E-14, 
DataValue, 1.17, 1, 1.7E-13, 1.5765E-06, 0.18839999999999998, 1.5765E-06, 1.7E-13, 
DataValue, 1.2, 1, -2.7E-13, 1.6127000000000003E-06, 0.19036, 1.6127000000000003E-06, 2.7E-13, 
DataValue, 1.23, 1, 6.8E-13, 1.6638000000000003E-06, 0.19296, 1.6638000000000003E-06, 6.8E-13, 
DataValue, 1.26, 1, 7.100000000000001E-13, 1.6948000000000003E-06, 0.19476, 1.6948000000000003E-06, 7.100000000000001E-13, 
DataValue, 1.29, 1, 8.7E-13, 1.7524000000000002E-06, 0.19884, 1.7524000000000002E-06, 8.7E-13, 
DataValue, 1.32, 1, 1.4E-13, 1.7888000000000001E-06, 0.19935999999999998, 1.7888000000000001E-06, 1.4E-13, 
DataValue, 1.35, 1, 5.4E-13, 1.8359000000000003E-06, 0.20248, 1.8359000000000003E-06, 5.4E-13, 
DataValue, 1.3800000000000001, 1, 3.3E-13, 1.8755E-06, 0.20551999999999998, 1.8755E-06, 3.3E-13, 
DataValue, 1.41, 1, -3.2000000000000005E-13, 1.9336E-06, 0.20844, 1.9336E-06, 3.2000000000000005E-13, 
DataValue, 1.44, 1, -2.6E-13, 1.987E-06, 0.21144, 1.987E-06, 2.6E-13, 
DataValue, 1.47, 1, -1.0000000000000002E-14, 2.0349E-06, 0.21336, 2.0349E-06, 1.0000000000000002E-14, 
DataValue, 1.5, 1, -1.1000000000000001E-13, 2.0995000000000004E-06, 0.21688, 2.0995000000000004E-06, 1.1000000000000001E-13, 
DataValue, 1.53, 1, -1.0000000000000002E-14, 2.1527E-06, 0.21964, 2.1527E-06, 1.0000000000000002E-14, 
DataValue, 1.56, 1, 6.5000000000000006E-13, 2.2141E-06, 0.22344, 2.2141E-06, 6.5000000000000006E-13, 
DataValue, 1.59, 1, 7.5E-13, 2.2764000000000003E-06, 0.22655999999999998, 2.2764000000000003E-06, 7.5E-13, 
DataValue, 1.62, 1, 2.4000000000000004E-13, 2.3291000000000003E-06, 0.22916, 2.3291000000000003E-06, 2.4000000000000004E-13, 
DataValue, 1.6500000000000001, 1, 1.31E-12, 2.3871000000000004E-06, 0.23215999999999998, 2.3871000000000004E-06, 1.31E-12, 
DataValue, 1.68, 1, 4.7E-13, 2.4461E-06, 0.23515999999999998, 2.4461E-06, 4.7E-13, 
DataValue, 1.71, 1, -1.0000000000000002E-14, 2.5103000000000003E-06, 0.2382, 2.5103000000000003E-06, 1.0000000000000002E-14, 
DataValue, 1.74, 1, -9.0000000000000008E-14, 2.5921E-06, 0.24256, 2.5921E-06, 9.0000000000000008E-14, 
DataValue, 1.77, 1, 6.3E-13, 2.6518E-06, 0.24459999999999998, 2.6518E-06, 6.3E-13, 
DataValue, 1.8, 1, 3.8000000000000005E-13, 2.7015000000000003E-06, 0.247, 2.7015000000000003E-06, 3.8000000000000005E-13, 
DataValue, 1.83, 1, -1.9000000000000002E-13, 2.7803000000000003E-06, 0.2516, 2.7803000000000003E-06, 1.9000000000000002E-13, 
DataValue, 1.86, 1, 5.7E-13, 2.8413000000000002E-06, 0.25351999999999997, 2.8413000000000002E-06, 5.7E-13, 
DataValue, 1.8900000000000001, 1, 4.1E-13, 2.9294000000000003E-06, 0.25856, 2.9294000000000003E-06, 4.1E-13, 
DataValue, 1.92, 1, -2.4000000000000004E-13, 2.989E-06, 0.26188, 2.989E-06, 2.4000000000000004E-13, 
DataValue, 1.95, 1, 7.8000000000000011E-13, 3.0497E-06, 0.26324, 3.0497E-06, 7.8000000000000011E-13, 
DataValue, 1.98, 1, 4.8000000000000008E-13, 3.1130000000000005E-06, 0.26639999999999997, 3.1130000000000005E-06, 4.8000000000000008E-13, 
DataValue, 2.0100000000000002, 1, 7E-14, 3.1924E-06, 0.26868, 3.1924E-06, 7E-14, 
DataValue, 2.04, 1, 6.7000000000000007E-13, 3.2664E-06, 0.27252, 3.2664E-06, 6.7000000000000007E-13, 
DataValue, 2.07, 1, 5.2E-13, 3.3312000000000004E-06, 0.27592, 3.3312000000000004E-06, 5.2E-13, 
DataValue, 2.1, 1, 1.0000000000000002E-14, 3.3765E-06, 0.2752, 3.3765E-06, 1.0000000000000002E-14, 
DataValue, 2.13, 1, -1.7E-13, 3.4549E-06, 0.27876, 3.4549E-06, 1.7E-13, 
DataValue, 2.16, 1, 8.2E-13, 3.5231E-06, 0.28132, 3.5231E-06, 8.2E-13, 
DataValue, 2.19, 1, 3.4E-13, 3.5811000000000003E-06, 0.2832, 3.5811000000000003E-06, 3.4E-13, 
DataValue, 2.22, 1, 1.0000000000000002E-14, 3.6661000000000004E-06, 0.28696, 3.6661000000000004E-06, 1.0000000000000002E-14, 
DataValue, 2.25, 1, 8.9E-13, 3.7248000000000003E-06, 0.28947999999999996, 3.7248000000000003E-06, 8.9E-13, 
DataValue, 2.2800000000000002, 1, 3.1000000000000004E-13, 3.7947000000000003E-06, 0.29036, 3.7947000000000003E-06, 3.1000000000000004E-13, 
DataValue, 2.31, 1, 8.0000000000000013E-14, 3.8688E-06, 0.29324, 3.8688E-06, 8.0000000000000013E-14, 
DataValue, 2.34, 1, 5.5000000000000008E-13, 3.9387E-06, 0.2968, 3.9387E-06, 5.5000000000000008E-13, 
DataValue, 2.37, 1, 7.8000000000000011E-13, 4.0036E-06, 0.2974, 4.0036E-06, 7.8000000000000011E-13, 
DataValue, 2.4, 1, 1.7E-13, 4.0675000000000004E-06, 0.29916, 4.0675000000000004E-06, 1.7E-13, 
DataValue, 2.43, 1, 2.9000000000000003E-13, 4.1383000000000007E-06, 0.3016, 4.1383000000000007E-06, 2.9000000000000003E-13, 
DataValue, 2.46, 1, 3.1000000000000004E-13, 4.2037E-06, 0.30352, 4.2037E-06, 3.1000000000000004E-13, 
DataValue, 2.49, 1, -2.4000000000000004E-13, 4.2847000000000007E-06, 0.30604, 4.2847000000000007E-06, 2.4000000000000004E-13, 
DataValue, 2.52, 1, 3.1000000000000004E-13, 4.3556E-06, 0.30807999999999996, 4.3556E-06, 3.1000000000000004E-13, 
DataValue, 2.5500000000000003, 1, 6.7000000000000007E-13, 4.4411000000000006E-06, 0.31072, 4.4411000000000006E-06, 6.7000000000000007E-13, 
DataValue, 2.58, 1, 4.7E-13, 4.4896E-06, 0.31144, 4.4896E-06, 4.7E-13, 
DataValue, 2.61, 1, -6.0000000000000009E-14, 4.5629000000000008E-06, 0.3136, 4.5629000000000008E-06, 6.0000000000000009E-14, 
DataValue, 2.64, 1, 6.7000000000000007E-13, 4.6224000000000008E-06, 0.31507999999999997, 4.6224000000000008E-06, 6.7000000000000007E-13, 
DataValue, 2.67, 1, 3.7000000000000004E-13, 4.6930000000000006E-06, 0.31656, 4.6930000000000006E-06, 3.7000000000000004E-13, 
DataValue, 2.7, 1, -1.9000000000000002E-13, 4.7793E-06, 0.31888, 4.7793E-06, 1.9000000000000002E-13, 
DataValue, 2.73, 1, 5.4E-13, 4.8325000000000007E-06, 0.32144, 4.8325000000000007E-06, 5.4E-13, 
DataValue, 2.7600000000000002, 1, 3.0000000000000003E-13, 4.891E-06, 0.323, 4.891E-06, 3.0000000000000003E-13, 
DataValue, 2.79, 1, -1.4E-13, 4.9896000000000005E-06, 0.32504, 4.9896000000000005E-06, 1.4E-13, 
DataValue, 2.82, 1, 4.7E-13, 5.0622E-06, 0.32764, 5.0622E-06, 4.7E-13, 
DataValue, 2.85, 1, 7.100000000000001E-13, 5.1044000000000006E-06, 0.32764, 5.1044000000000006E-06, 7.100000000000001E-13, 
DataValue, 2.88, 1, 3.9000000000000005E-13, 5.1572E-06, 0.32736, 5.1572E-06, 3.9000000000000005E-13, 
DataValue, 2.91, 1, 6.1E-13, 5.2195000000000006E-06, 0.32983999999999997, 5.2195000000000006E-06, 6.1E-13, 
DataValue, 2.94, 1, 7.8000000000000011E-13, 5.2976000000000007E-06, 0.33152, 5.2976000000000007E-06, 7.8000000000000011E-13, 
DataValue, 2.97, 1, 2.9000000000000003E-13, 5.3624000000000005E-06, 0.33152, 5.3624000000000005E-06, 2.9000000000000003E-13, 
DataValue, 3, 1, 3.7000000000000004E-13, 5.4182000000000009E-06, 0.33271999999999996, 5.4182000000000009E-06, 3.7000000000000004E-13, 
DataValue, 3, 1, 3.6000000000000003E-13, 5.4397000000000006E-06, 0.33468, 5.4397000000000006E-06, 3.6000000000000003E-13, 
DataValue, 2.97, 1, 1.1000000000000001E-13, 5.3261000000000006E-06, 0.33092, 5.3261000000000006E-06, 1.1000000000000001E-13, 
DataValue, 2.94, 1, 4.8000000000000008E-13, 5.2321E-06, 0.32711999999999997, 5.2321E-06, 4.8000000000000008E-13, 
DataValue, 2.91, 1, 2.8E-13, 5.1354000000000008E-06, 0.325, 5.1354000000000008E-06, 2.8E-13, 
DataValue, 2.88, 1, 0, 5.0478E-06, 0.32204, 5.0478E-06, 0, 
DataValue, 2.85, 1, 8.0000000000000013E-14, 4.9761000000000005E-06, 0.31988, 4.9761000000000005E-06, 8.0000000000000013E-14, 
DataValue, 2.82, 1, 1.9000000000000002E-13, 4.891E-06, 0.31779999999999997, 4.891E-06, 1.9000000000000002E-13, 
DataValue, 2.79, 1, -2.7E-13, 4.8051000000000008E-06, 0.31592, 4.8051000000000008E-06, 2.7E-13, 
DataValue, 2.7600000000000002, 1, 2E-13, 4.7150000000000006E-06, 0.31156, 4.7150000000000006E-06, 2E-13, 
DataValue, 2.73, 1, 3.7000000000000004E-13, 4.629E-06, 0.30932, 4.629E-06, 3.7000000000000004E-13, 
DataValue, 2.7, 1, 3.2000000000000005E-13, 4.5502E-06, 0.30619999999999997, 4.5502E-06, 3.2000000000000005E-13, 
DataValue, 2.67, 1, -3.0000000000000005E-14, 4.4593000000000007E-06, 0.30432, 4.4593000000000007E-06, 3.0000000000000005E-14, 
DataValue, 2.64, 1, 4.0000000000000006E-14, 4.4009000000000005E-06, 0.30291999999999997, 4.4009000000000005E-06, 4.0000000000000006E-14, 
DataValue, 2.61, 1, -4.5000000000000005E-13, 4.3244000000000005E-06, 0.30044, 4.3244000000000005E-06, 4.5000000000000005E-13, 
DataValue, 2.58, 1, -1.6000000000000003E-13, 4.2324E-06, 0.29712, 4.2324E-06, 1.6000000000000003E-13, 
DataValue, 2.5500000000000003, 1, 1.3E-13, 4.1484000000000008E-06, 0.29364, 4.1484000000000008E-06, 1.3E-13, 
DataValue, 2.52, 1, 1.0000000000000002E-14, 4.07E-06, 0.29092, 4.07E-06, 1.0000000000000002E-14, 
DataValue, 2.49, 1, -5E-14, 4.0129E-06, 0.28964, 4.0129E-06, 5E-14, 
DataValue, 2.46, 1, -1.5000000000000002E-13, 3.9398000000000008E-06, 0.28796, 3.9398000000000008E-06, 1.5000000000000002E-13, 
DataValue, 2.43, 1, 9.0000000000000008E-14, 3.8662E-06, 0.28496, 3.8662E-06, 9.0000000000000008E-14, 
DataValue, 2.4, 1, 1.5000000000000002E-13, 3.7864000000000003E-06, 0.2824, 3.7864000000000003E-06, 1.5000000000000002E-13, 
DataValue, 2.37, 1, 1E-13, 3.7160000000000005E-06, 0.28043999999999997, 3.7160000000000005E-06, 1E-13, 
DataValue, 2.34, 1, 6.0000000000000009E-14, 3.6159000000000004E-06, 0.27515999999999996, 3.6159000000000004E-06, 6.0000000000000009E-14, 
DataValue, 2.31, 1, 0, 3.5562000000000004E-06, 0.27364, 3.5562000000000004E-06, 0, 
DataValue, 2.2800000000000002, 1, -4.1E-13, 3.4859000000000004E-06, 0.27052, 3.4859000000000004E-06, 4.1E-13, 
DataValue, 2.25, 1, 8.0000000000000013E-14, 3.3943000000000003E-06, 0.26576, 3.3943000000000003E-06, 8.0000000000000013E-14, 
DataValue, 2.22, 1, -9.0000000000000008E-14, 3.3201E-06, 0.26364, 3.3201E-06, 9.0000000000000008E-14, 
DataValue, 2.19, 1, -4.1E-13, 3.2426000000000005E-06, 0.26111999999999996, 3.2426000000000005E-06, 4.1E-13, 
DataValue, 2.16, 1, 3.4E-13, 3.1702E-06, 0.257, 3.1702E-06, 3.4E-13, 
DataValue, 2.13, 1, 1E-13, 3.1113E-06, 0.25404, 3.1113E-06, 1E-13, 
DataValue, 2.1, 1, -3.0000000000000005E-14, 3.0247000000000004E-06, 0.25068, 3.0247000000000004E-06, 3.0000000000000005E-14, 
DataValue, 2.07, 1, 2.4000000000000004E-13, 2.9666E-06, 0.24836, 2.9666E-06, 2.4000000000000004E-13, 
DataValue, 2.04, 1, 2E-13, 2.8939000000000004E-06, 0.24523999999999999, 2.8939000000000004E-06, 2E-13, 
DataValue, 2.0100000000000002, 1, -4.4000000000000004E-13, 2.8459E-06, 0.24556, 2.8459E-06, 4.4000000000000004E-13, 
DataValue, 1.98, 1, -1E-13, 2.7786000000000004E-06, 0.24108, 2.7786000000000004E-06, 1E-13, 
DataValue, 1.95, 1, -1E-13, 2.7063000000000002E-06, 0.23764, 2.7063000000000002E-06, 1E-13, 
DataValue, 1.92, 1, -4E-13, 2.6507000000000003E-06, 0.23551999999999998, 2.6507000000000003E-06, 4E-13, 
DataValue, 1.8900000000000001, 1, -5E-13, 2.5828E-06, 0.23199999999999998, 2.5828E-06, 5E-13, 
DataValue, 1.86, 1, -5E-14, 2.5193E-06, 0.22788, 2.5193E-06, 5E-14, 
